0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.160999999999999943e+01,0.000000000000000000e+00
0.000000000000000000e+00,3.100000000000000000e+01,0.000000000000000000e+00,7.955399999999999636e+02,-3.295099999999999909e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.178999999999999915e+01,5.179999999999999716e+00
0.000000000000000000e+00,2.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.640000000000000000e+02,0.000000000000000000e+00,6.020789999999999964e+03,-2.645710000000000036e+03
0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,2.450600000000000023e+02,-2.039699999999999989e+02
0.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,1.015980000000000018e+03,-3.000099999999999909e+02
0.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00,1.569600000000000080e+02,-1.140600000000000023e+02
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.232000000000000028e+01,-4.603999999999999915e+01
0.000000000000000000e+00,5.000000000000000000e+00,1.990000000000000000e+02,1.979269999999999982e+03,-2.701100000000000136e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.334700000000000273e+02,-4.941700000000000159e+02
0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.082019999999999982e+03,-2.433600000000000136e+02
0.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,3.081399999999999864e+02,-2.790699999999999932e+02
0.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,3.437900000000000205e+02,-1.899499999999999886e+02
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.173199999999999932e+02,-1.851000000000000156e+01
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.061599999999999966e+02,-1.110600000000000023e+02
0.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,4.366100000000000136e+02,6.180599999999999454e+02
0.000000000000000000e+00,6.100000000000000000e+01,1.530000000000000000e+02,3.877070000000000164e+03,-2.488050000000000182e+03
0.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00,3.553599999999999909e+03,1.426009999999999991e+03
0.000000000000000000e+00,6.000000000000000000e+00,4.500000000000000000e+01,3.627360000000000127e+03,-3.589800000000000182e+03
0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,3.210099999999999909e+02,-1.149999999999999911e+00
0.000000000000000000e+00,4.000000000000000000e+00,1.180000000000000000e+02,6.484700000000000273e+02,-9.200499999999999545e+02
0.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.437849999999999909e+03,-4.650400000000000205e+02
0.000000000000000000e+00,9.000000000000000000e+00,0.000000000000000000e+00,2.656600000000000250e+02,1.256700000000000017e+02
0.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,2.443739999999999782e+03,-1.053519999999999982e+03
0.000000000000000000e+00,8.000000000000000000e+00,0.000000000000000000e+00,1.770660000000000082e+03,-1.227160000000000082e+03
0.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00,3.093929999999999836e+03,-5.517100000000000364e+02
0.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,6.347500000000000000e+02,6.992000000000000171e+01
0.000000000000000000e+00,8.000000000000000000e+00,0.000000000000000000e+00,1.856380000000000109e+03,-6.054099999999999682e+02
0.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,1.197400000000000091e+03,-1.594000000000000057e+02
